spp,local,site,latitude,longitude,day,month,year,sampler,temperature,start,end,depth,ind,ont,size,obs_time,bites_original,bites_3min,bites_5min,substratum
ophioblennius_trinitatis,aspsp,tide_pool,0.916953,-29.45331,9,out,2015,lucas_nunes,28,0900,1600,1,43,adult,8,3,13,13,21.66666667,rock
ophioblennius_trinitatis,aspsp,tide_pool,0.916953,-29.45331,9,out,2015,lucas_nunes,28,0900,1600,1,44,adult,6,3,1,1,1.666666667,calcareous_algae
ophioblennius_trinitatis,aspsp,tide_pool,0.916953,-29.45331,9,out,2015,lucas_nunes,28,0900,1600,1,45,adult,11,3,25,25,41.66666667,calcareous_algae
ophioblennius_spST,santa_catarina.sum,xavier_island,-27.609763,-48.386905,19,feb,2015,lucas_nunes,23,1030,1130,3,1,adult,10,3,8,8,13.33333333,turf_sediment
ophioblennius_spST,santa_catarina.sum,xavier_island,-27.609763,-48.386905,19,feb,2015,lucas_nunes,23,1030,1130,2,2,adult,12,3,0,0,0,na
ophioblennius_spST,santa_catarina.sum,xavier_island,-27.609763,-48.386905,19,feb,2015,lucas_nunes,23,1030,1130,3,3,adult,10,3,0,0,0,na
ophioblennius_spST,santa_catarina.sum,taquaras,-27.01063,-48.575539,10,mar,2015,lucas_nunes,27,1200,1230,1,4,adult,16,3,19,19,31.66666667,turf_codium
ophioblennius_spST,santa_catarina.sum,taquaras,-27.01063,-48.575539,10,mar,2015,lucas_nunes,27,1200,1230,1,5,adult,15,3,0,0,0,na
ophioblennius_spST,santa_catarina.sum,taquaras,-27.01063,-48.575539,10,mar,2015,lucas_nunes,27,1200,1230,1,6,adult,8,3,39,39,65,turf_codium
ophioblennius_spST,santa_catarina.sum,taquaras,-27.01063,-48.575539,10,mar,2015,lucas_nunes,27,1200,1230,1,7,adult,10,3,12,12,20,turf_codium
ophioblennius_spST,santa_catarina.sum,taquaras,-27.01063,-48.575539,10,mar,2015,lucas_nunes,27,1200,1230,1,8,adult,12,3,0,0,0,na
ophioblennius_spST,santa_catarina.sum,barra_da_lagoa,-27.573126,-48.418854,17,mar,2015,lucas_nunes,26,1030,1230,1,9,adult,14,3,3,3,5,turf
ophioblennius_spST,santa_catarina.sum,barra_da_lagoa,-27.573126,-48.418854,17,mar,2015,lucas_nunes,26,1030,1230,1,10,adult,15,3,11,11,18.33333333,turf
ophioblennius_spST,santa_catarina.sum,barra_da_lagoa,-27.573126,-48.418854,17,mar,2015,lucas_nunes,26,1030,1230,1,10,adult,15,3,4,4,6.666666667,macroalga
ophioblennius_spST,santa_catarina.sum,barra_da_lagoa,-27.573126,-48.418854,17,mar,2015,lucas_nunes,26,1030,1230,1,11,adult,16,3,14,14,23.33333333,turf_codium
ophioblennius_spST,santa_catarina.sum,barra_da_lagoa,-27.573126,-48.418854,17,mar,2015,lucas_nunes,26,1030,1230,1,12,adult,12,3,8,8,13.33333333,turf
ophioblennius_spST,santa_catarina.sum,barra_da_lagoa,-27.573126,-48.418854,17,mar,2015,lucas_nunes,26,1030,1230,1,13,adult,14,3,5,5,8.333333333,turf
ophioblennius_spST,santa_catarina.sum,barra_da_lagoa,-27.573126,-48.418854,17,mar,2015,lucas_nunes,26,1030,1230,1,13,adult,14,3,1,1,1.666666667,macroalga
ophioblennius_spST,santa_catarina.sum,barra_da_lagoa,-27.573126,-48.418854,17,mar,2015,lucas_nunes,26,1030,1230,1,14,adult,16,3,18,18,30,turf
ophioblennius_spST,santa_catarina.sum,barra_da_lagoa,-27.573126,-48.418854,17,mar,2015,lucas_nunes,27,1030,1230,1,14,adult,16,3,7,7,11.66666667,codium
ophioblennius_spST,santa_catarina.sum,barra_da_lagoa,-27.573126,-48.418854,17,mar,2015,lucas_nunes,26,1030,1230,1,15,adult,12,3,3,3,5,turf
ophioblennius_spST,santa_catarina.sum,barra_da_lagoa,-27.573126,-48.418854,17,mar,2015,lucas_nunes,26,1030,1230,1,16,adult,10,3,5,5,8.333333333,turf
ophioblennius_spST,santa_catarina.sum,barra_da_lagoa,-27.573126,-48.418854,17,mar,2015,lucas_nunes,26,1030,1230,1,17,adult,12,3,10,10,16.66666667,turf
ophioblennius_spST,santa_catarina.sum,barra_da_lagoa,-27.573126,-48.418854,17,mar,2015,lucas_nunes,26,1030,1230,1,18,adult,12,3,15,15,25,turf
ophioblennius_spST,santa_catarina.sum,barra_da_lagoa,-27.573126,-48.418854,17,mar,2015,otavio_schlickmann,26,1030,1230,1,19,adult,10,3,8,8,13.33333333,turf
ophioblennius_spST,santa_catarina.sum,barra_da_lagoa,-27.573126,-48.418854,17,mar,2015,otavio_schlickmann,26,1030,1230,1,20,adult,11,3,29,29,48.33333333,turf
ophioblennius_spST,santa_catarina.sum,barra_da_lagoa,-27.573126,-48.418854,17,mar,2015,otavio_schlickmann,26,1030,1230,1,21,adult,11,3,25,25,41.66666667,turf_macroalga
ophioblennius_spST,santa_catarina.win,pantano_do_sul,-27.78608,-48.507790,16,jun,2015,otavio_schlickmann,20,1030,1230,1,22,adult,12,3,2,2,3.333333333,turf
ophioblennius_spST,santa_catarina.win,pantano_do_sul,-27.78608,-48.507790,16,jun,2015,otavio_schlickmann,20,1030,1230,1,23,adult,15,3,2,2,3.333333333,turf
ophioblennius_spST,santa_catarina.win,pantano_do_sul,-27.78608,-48.507790,16,jun,2015,otavio_schlickmann,20,1030,1230,1,24,adult,15,3,0,0,0,na
ophioblennius_spST,santa_catarina.win,pantano_do_sul,-27.78608,-48.507790,30,jul,2015,otavio_schlickmann,23,1030,1230,1,25,adult,18,3,0,0,0,na
ophioblennius_spST,santa_catarina.win,pantano_do_sul,-27.78608,-48.507790,30,jul,2015,otavio_schlickmann,23,1030,1230,1,26,adult,18,3,1,1,1.666666667,turf
ophioblennius_spST,santa_catarina.win,pantano_do_sul,-27.78608,-48.507790,30,jul,2015,otavio_schlickmann,23,1030,1230,1,27,adult,17,3,0,0,0,na
ophioblennius_spST,santa_catarina.win,barra_da_lagoa,-27.573126,-48.418854,5,aug,2015,otavio_schlickmann,23,1030,1200,1,28,adult,11,3,10,10,16.66666667,turf
ophioblennius_spST,santa_catarina.win,barra_da_lagoa,-27.573126,-48.418854,5,aug,2015,otavio_schlickmann,23,1030,1200,1,29,adult,10,3,0,0,0,na
ophioblennius_spST,santa_catarina.win,barra_da_lagoa,-27.573126,-48.418854,5,aug,2015,otavio_schlickmann,23,1030,1200,1,30,adult,15,3,3,3,5,turf
ophioblennius_spST,santa_catarina.win,barra_da_lagoa,-27.573126,-48.418854,5,aug,2015,otavio_schlickmann,23,1030,1200,1,31,adult,10,3,3,3,5,turf
ophioblennius_spST,santa_catarina.win,barra_da_lagoa,-27.573126,-48.418854,5,aug,2015,otavio_schlickmann,23,1030,1200,1,32,adult,20,3,1,1,1.666666667,turf
ophioblennius_spST,santa_catarina.win,barra_da_lagoa,-27.573126,-48.418854,5,aug,2015,otavio_schlickmann,23,1030,1200,1,33,adult,17,3,0,0,0,na
ophioblennius_spST,santa_catarina.win,barra_da_lagoa,-27.573126,-48.418854,5,aug,2015,otavio_schlickmann,23,1030,1200,1,34,adult,20,3,4,4,6.666666667,turf_codium
ophioblennius_spST,santa_catarina.win,barra_da_lagoa,-27.573126,-48.418854,5,aug,2015,otavio_schlickmann,23,1030,1200,1,35,adult,20,3,3,3,5,turf
ophioblennius_spST,santa_catarina.win,xavier_island,-27.609763,-48.386905,17,set,2015,otavio_schlickmann,18,1030,1200,2,36,adult,10,3,0,0,0,turf
ophioblennius_spST,santa_catarina.win,xavier_island,-27.609763,-48.386905,17,set,2015,otavio_schlickmann,18,1030,1200,2,37,adult,12,3,6,6,10,turf
ophioblennius_spST,santa_catarina.win,xavier_island,-27.609763,-48.386905,17,set,2015,otavio_schlickmann,18,1030,1200,2,38,adult,13,3,3,3,5,turf
ophioblennius_spST,principe_island,praia_da_banana,1.691424,7.441626,16,jan,2016,hugulay_maia,29,1100,1530,1.5,1,adult,10,3,15,15,25,na
ophioblennius_spST,principe_island,praia_da_banana,1.691424,7.441626,16,jan,2016,hugulay_maia,29,1100,1530,1.5,2,adult,12,3,12,12,20,na
ophioblennius_spST,principe_island,praia_da_banana,1.691424,7.441626,16,jan,2016,hugulay_maia,29,1100,1530,1.5,3,adult,10,3,20,20,33.33333333,na
ophioblennius_spST,principe_island,praia_da_banana,1.691424,7.441626,16,jan,2016,hugulay_maia,29,1100,1530,1.5,4,adult,13,3,13,13,21.66666667,na
ophioblennius_spST,principe_island,praia_da_banana,1.691424,7.441626,16,jan,2016,hugulay_maia,29,1100,1530,1.5,5,adult,5,3,8,8,13.33333333,na
ophioblennius_spST,principe_island,praia_da_banana,1.691424,7.441626,16,jan,2016,hugulay_maia,29,1100,1530,1.5,6,adult,15,3,14,14,23.33333333,na
ophioblennius_spST,principe_island,praia_da_banana,1.691424,7.441626,16,jan,2016,hugulay_maia,29,1100,1530,1.5,7,adult,10,3,20,20,33.33333333,na
ophioblennius_spST,principe_island,praia_da_banana,1.691424,7.441626,16,jan,2016,hugulay_maia,29,1100,1530,1.5,8,adult,7,3,20,20,33.33333333,na
ophioblennius_spST,principe_island,praia_da_banana,1.691424,7.441626,16,jan,2016,hugulay_maia,29,1100,1530,1.5,9,adult,14,3,12,12,20,na
ophioblennius_spST,principe_island,praia_da_banana,1.691424,7.441626,16,jan,2016,hugulay_maia,29,1100,1530,1.5,10,adult,12,3,20,20,33.33333333,na
ophioblennius_spST,principe_island,praia_da_banana,1.691424,7.441626,16,jan,2016,hugulay_maia,29,1100,1530,1.5,11,adult,10,3,12,12,20,na
ophioblennius_spST,principe_island,praia_da_banana,1.691424,7.441626,16,jan,2016,hugulay_maia,29,1100,1530,1.5,12,adult,8,3,25,25,41.66666667,na
ophioblennius_spST,principe_island,praia_da_banana,1.691424,7.441626,16,jan,2016,hugulay_maia,29,1100,1530,1.5,13,adult,6,3,12,12,20,na
ophioblennius_spST,principe_island,praia_da_banana,1.691424,7.441626,16,jan,2016,hugulay_maia,29,1100,1530,1.5,14,adult,10,3,13,13,21.66666667,na
ophioblennius_spST,principe_island,praia_da_banana,1.691424,7.441626,16,jan,2016,hugulay_maia,29,1100,1530,1.5,15,adult,7,3,21,21,35,na
ophioblennius_spST,principe_island,praia_da_banana,1.691424,7.441626,16,jan,2016,hugulay_maia,29,1100,1530,1.5,16,adult,4,3,8,8,13.33333333,na
ophioblennius_spST,principe_island,praia_da_banana,1.691424,7.441626,16,jan,2016,hugulay_maia,29,1100,1530,1.5,17,adult,12,3,22,22,36.66666667,na
ophioblennius_spST,principe_island,praia_da_banana,1.691424,7.441626,16,jan,2016,hugulay_maia,29,1100,1530,1.5,18,adult,10,3,24,24,40,na
ophioblennius_spST,principe_island,praia_da_banana,1.691424,7.441626,16,jan,2016,hugulay_maia,29,1100,1530,1.5,19,adult,8,3,17,17,28.33333333,na
ophioblennius_spST,principe_island,praia_da_banana,1.691424,7.441626,16,jan,2016,hugulay_maia,29,1100,1530,1.5,20,adult,10,3,19,19,31.66666667,na
ophioblennius_spST,principe_island,praia_da_banana,1.691424,7.441626,16,jan,2016,hugulay_maia,29,1100,1530,1.5,21,adult,10,3,25,25,41.66666667,na
ophioblennius_spST,principe_island,praia_da_banana,1.691424,7.441626,16,jan,2016,hugulay_maia,29,1100,1530,1.5,22,adult,11,3,55,55,91.66666667,na
ophioblennius_spST,principe_island,praia_da_banana,1.691424,7.441626,16,jan,2016,hugulay_maia,29,1100,1530,1.5,23,adult,10,3,34,34,56.66666667,na
ophioblennius_spST,principe_island,praia_da_banana,1.691424,7.441626,16,jan,2016,hugulay_maia,29,1100,1530,1.5,24,adult,10,3,33,33,55,na
ophioblennius_spST,principe_island,praia_da_banana,1.691424,7.441626,16,jan,2016,hugulay_maia,29,1100,1530,1.5,25,adult,9,3,31,31,51.66666667,na
ophioblennius_spST,principe_island,praia_da_banana,1.691424,7.441626,16,jan,2016,hugulay_maia,29,1100,1530,1.5,26,adult,10,3,28,28,46.66666667,na
ophioblennius_spST,principe_island,praia_da_banana,1.691424,7.441626,16,jan,2016,hugulay_maia,29,1100,1530,1.5,27,adult,11,3,39,39,65,na
ophioblennius_spST,principe_island,praia_da_banana,1.691424,7.441626,24,jan,2016,sergio_floeter,29,1100,1530,1.5,28,adult,10,3,15,15,25,na
ophioblennius_spST,principe_island,praia_da_banana,1.691424,7.441626,24,jan,2016,sergio_floeter,29,1100,1530,1.5,29,adult,13,3,26,26,43.33333333,na
ophioblennius_spST,principe_island,praia_da_banana,1.691424,7.441626,24,jan,2016,sergio_floeter,29,1100,1530,1.5,30,adult,13,3,15,15,25,na
ophioblennius_spST,principe_island,praia_da_banana,1.691424,7.441626,24,jan,2016,sergio_floeter,29,1100,1530,1.5,31,adult,11,3,16,16,26.66666667,na
ophioblennius_spST,principe_island,praia_da_banana,1.691424,7.441626,24,jan,2016,sergio_floeter,29,1100,1530,1.5,32,adult,9,3,21,21,35,na
ophioblennius_spST,principe_island,praia_da_banana,1.691424,7.441626,24,jan,2016,sergio_floeter,29,1100,1530,1.5,33,adult,10,3,36,36,60,na
ophioblennius_spST,principe_island,praia_da_banana,1.691424,7.441626,24,jan,2016,sergio_floeter,29,1100,1530,1.5,34,adult,8,3,33,33,55,na
ophioblennius_spST,principe_island,praia_da_banana,1.691424,7.441626,24,jan,2016,sergio_floeter,29,1100,1530,1.5,35,adult,12,3,35,35,58.33333333,na
ophioblennius_spST,principe_island,praia_da_banana,1.691424,7.441626,24,jan,2016,sergio_floeter,29,1100,1530,1.5,36,adult,11,3,27,27,45,na
ophioblennius_spST,principe_island,praia_da_banana,1.691424,7.441626,24,jan,2016,sergio_floeter,29,1100,1530,1.5,37,adult,13,3,22,22,36.66666667,na
ophioblennius_spST,principe_island,praia_da_banana,1.691424,7.441626,24,jan,2016,sergio_floeter,29,1100,1530,1.5,38,adult,10,3,19,19,31.66666667,na
ophioblennius_spST,principe_island,praia_da_banana,1.691424,7.441626,24,jan,2016,sergio_floeter,29,1100,1530,1.5,39,adult,10,3,18,18,30,na
ophioblennius_spST,principe_island,praia_da_banana,1.691424,7.441626,24,jan,2016,hugulay_maia,29,1100,1530,1.5,40,adult,7,3,19,19,31.66666667,na
ophioblennius_spST,principe_island,praia_da_banana,1.691424,7.441626,24,jan,2016,hugulay_maia,29,1100,1530,1.5,41,adult,9,3,20,20,33.33333333,na
ophioblennius_spST,principe_island,praia_da_banana,1.691424,7.441626,24,jan,2016,hugulay_maia,29,1100,1530,1.5,42,adult,5,3,12,12,20,na
ophioblennius_spST,principe_island,praia_da_banana,1.691424,7.441626,24,jan,2016,hugulay_maia,29,1100,1530,1.5,43,adult,6,3,10,10,16.66666667,na
ophioblennius_spST,principe_island,praia_da_banana,1.691424,7.441626,24,jan,2016,hugulay_maia,29,1100,1530,1.5,44,adult,7,3,20,20,33.33333333,na
ophioblennius_spST,principe_island,praia_da_banana,1.691424,7.441626,24,jan,2016,hugulay_maia,29,1100,1530,1.5,45,adult,7,3,10,10,16.66666667,na
ophioblennius_spST,principe_island,praia_da_banana,1.691424,7.441626,24,jan,2016,hugulay_maia,29,1100,1530,1.5,46,adult,8,3,12,12,20,na
ophioblennius_spST,principe_island,praia_da_banana,1.691424,7.441626,24,jan,2016,hugulay_maia,29,1100,1530,1.5,47,adult,8,3,20,20,33.33333333,na
ophioblennius_spST,principe_island,praia_da_banana,1.691424,7.441626,24,jan,2016,carlos_ferreira,29,1100,1530,1.5,48,adult,13,3,21,21,35,na
ophioblennius_spST,principe_island,praia_da_banana,1.691424,7.441626,24,jan,2016,carlos_ferreira,29,1100,1530,1.5,49,adult,8,3,31,31,51.66666667,na
ophioblennius_spST,principe_island,praia_da_banana,1.691424,7.441626,24,jan,2016,carlos_ferreira,29,1100,1530,1.5,50,adult,8,3,31,31,51.66666667,na
ophioblennius_trinitatis,atol_das_rocas,ancoras,-3.874998,-33.803525,15,may,2016,lucas_nunes,30,0900,1600,0.5,1,adult,6,3,2,2,3.333333333,turf
ophioblennius_trinitatis,atol_das_rocas,ancoras,-3.874998,-33.803525,15,may,2016,lucas_nunes,30,0900,1600,0.5,2,adult,6,3,2,2,3.333333333,turf
ophioblennius_trinitatis,atol_das_rocas,ancoras,-3.874998,-33.803525,15,may,2016,lucas_nunes,30,0900,1600,0.5,3,adult,4,3,6,6,10,turf
ophioblennius_trinitatis,atol_das_rocas,ancoras,-3.874998,-33.803525,15,may,2016,lucas_nunes,30,0900,1600,0.5,4,adult,6,3,0,0,0,turf
ophioblennius_trinitatis,atol_das_rocas,ancoras,-3.874998,-33.803525,15,may,2016,lucas_nunes,30,0900,1600,0.5,5,adult,6,3,2,2,3.333333333,turf
ophioblennius_trinitatis,atol_das_rocas,ancoras,-3.874998,-33.803525,15,may,2016,lucas_nunes,30,0900,1600,0.5,6,adult,6,3,34,34,56.66666667,turf
ophioblennius_trinitatis,atol_das_rocas,ancoras,-3.874998,-33.803525,15,may,2016,lucas_nunes,30,0900,1600,0.5,7,adult,4,3,8,8,13.33333333,turf
ophioblennius_trinitatis,atol_das_rocas,ancoras,-3.874998,-33.803525,15,may,2016,lucas_nunes,30,0900,1600,0.5,8,adult,4,3,24,24,40,turf
ophioblennius_trinitatis,atol_das_rocas,falsa_barreta,-3.860530,-33.818853,15,may,2016,lucas_nunes,28,0900,1600,0.5,9,adult,6,3,11,11,18.33333333,turf
ophioblennius_trinitatis,atol_das_rocas,falsa_barreta,-3.860530,-33.818853,15,may,2016,lucas_nunes,28,0900,1600,0.5,10,adult,5,3,4,4,6.666666667,turf
ophioblennius_trinitatis,atol_das_rocas,falsa_barreta,-3.860530,-33.818853,15,may,2016,lucas_nunes,28,0900,1600,0.5,11,adult,5,3,33,33,55,turf
ophioblennius_trinitatis,atol_das_rocas,falsa_barreta,-3.860530,-33.818853,15,may,2016,lucas_nunes,28,0900,1600,0.5,12,adult,5,3,23,23,38.33333333,turf
ophioblennius_trinitatis,atol_das_rocas,falsa_barreta,-3.860530,-33.818853,15,may,2016,lucas_nunes,29,0900,1600,0.5,13,adult,5,3,9,9,15,turf
ophioblennius_trinitatis,atol_das_rocas,falsa_barreta,-3.860530,-33.818853,15,may,2016,lucas_nunes,29,0900,1600,0.5,14,adult,5,3,30,30,50,calcareous_algae
ophioblennius_trinitatis,atol_das_rocas,falsa_barreta,-3.860530,-33.818853,15,may,2016,lucas_nunes,29,0900,1600,0.5,15,adult,6,3,19,19,31.66666667,turf
ophioblennius_trinitatis,atol_das_rocas,falsa_barreta,-3.860530,-33.818853,15,may,2016,lucas_nunes,29,0900,1600,0.5,16,adult,5,3,9,9,15,turf
ophioblennius_trinitatis,atol_das_rocas,falsa_barreta,-3.860530,-33.818853,15,may,2016,lucas_nunes,29,0900,1600,0.5,17,adult,6,3,20,20,33.33333333,turf
ophioblennius_trinitatis,atol_das_rocas,falsa_barreta,-3.860530,-33.818853,15,may,2016,lucas_nunes,29,0900,1600,0.5,18,adult,4,3,13,13,21.66666667,turf
ophioblennius_trinitatis,atol_das_rocas,falsa_barreta,-3.860530,-33.818853,15,may,2016,lucas_nunes,29,0900,1600,0.5,19,adult,7,3,17,17,28.33333333,turf
ophioblennius_trinitatis,atol_das_rocas,falsa_barreta,-3.860530,-33.818853,15,may,2016,lucas_nunes,29,0900,1600,0.5,20,adult,8,3,39,39,65,turf
ophioblennius_trinitatis,atol_das_rocas,falsa_barreta,-3.860530,-33.818853,15,may,2016,lucas_nunes,29,0900,1600,0.5,21,adult,8,3,16,16,26.66666667,turf
ophioblennius_trinitatis,atol_das_rocas,falsa_barreta,-3.860530,-33.818853,15,may,2016,lucas_nunes,30,0900,1600,0.5,22,adult,8,3,10,10,16.66666667,turf
ophioblennius_trinitatis,atol_das_rocas,falsa_barreta,-3.860530,-33.818853,15,may,2016,lucas_nunes,30,0900,1600,0.5,23,adult,6,3,10,10,16.66666667,turf
ophioblennius_trinitatis,atol_das_rocas,falsa_barreta,-3.860530,-33.818853,15,may,2016,lucas_nunes,30,0900,1600,0.5,24,adult,6,3,43,43,71.66666667,turf
ophioblennius_trinitatis,atol_das_rocas,falsa_barreta,-3.860530,-33.818853,15,may,2016,lucas_nunes,30,0900,1600,0.5,25,adult,5,3,13,13,21.66666667,turf
ophioblennius_trinitatis,atol_das_rocas,falsa_barreta,-3.860530,-33.818853,15,may,2016,lucas_nunes,30,0900,1600,0.5,26,adult,6,3,15,15,25,turf
ophioblennius_trinitatis,atol_das_rocas,falsa_barreta,-3.860530,-33.818853,15,may,2016,lucas_nunes,30,0900,1600,0.5,27,adult,5,3,2,2,3.333333333,turf
ophioblennius_trinitatis,atol_das_rocas,falsa_barreta,-3.860530,-33.818853,15,may,2016,lucas_nunes,30,0900,1600,0.5,28,adult,6,3,16,16,26.66666667,turf
ophioblennius_trinitatis,atol_das_rocas,falsa_barreta,-3.860530,-33.818853,15,may,2016,lucas_nunes,30,0900,1600,0.5,29,adult,8,3,46,46,76.66666667,turf
ophioblennius_trinitatis,atol_das_rocas,falsa_barreta,-3.860530,-33.818853,15,may,2016,lucas_nunes,30,0900,1600,0.5,30,adult,6,3,15,15,25,turf
ophioblennius_trinitatis,atol_das_rocas,falsa_barreta,-3.860530,-33.818853,15,may,2016,lucas_nunes,30,0900,1600,0.5,31,adult,6,3,18,18,30,turf
ophioblennius_trinitatis,atol_das_rocas,falsa_barreta,-3.860530,-33.818853,15,may,2016,lucas_nunes,30,0900,1600,0.5,32,adult,6,3,24,24,40,calcareous_algae
ophioblennius_trinitatis,atol_das_rocas,falsa_barreta,-3.860530,-33.818853,15,may,2016,lucas_nunes,30,0900,1600,0.5,33,adult,6,3,21,21,35,turf
ophioblennius_trinitatis,atol_das_rocas,falsa_barreta,-3.860530,-33.818853,15,may,2016,lucas_nunes,30,0900,1600,0.5,34,adult,6,3,8,8,13.33333333,turf
ophioblennius_trinitatis,atol_das_rocas,falsa_barreta,-3.860530,-33.818853,15,may,2016,lucas_nunes,30,0900,1600,0.5,35,adult,6,3,52,52,86.66666667,turf
ophioblennius_trinitatis,atol_das_rocas,falsa_barreta,-3.860530,-33.818853,15,may,2016,lucas_nunes,30,0900,1600,0.5,36,adult,5,3,15,15,25,turf
ophioblennius_trinitatis,atol_das_rocas,falsa_barreta,-3.860530,-33.818853,15,may,2016,lucas_nunes,30,0900,1600,0.5,37,adult,5,3,30,30,50,turf
ophioblennius_trinitatis,atol_das_rocas,falsa_barreta,-3.860530,-33.818853,15,may,2016,lucas_nunes,30,0900,1600,0.5,38,adult,5,3,26,26,43.33333333,turf
ophioblennius_trinitatis,atol_das_rocas,falsa_barreta,-3.860530,-33.818853,15,may,2016,lucas_nunes,30,0900,1600,0.5,39,adult,4,3,35,35,58.33333333,turf
ophioblennius_trinitatis,atol_das_rocas,falsa_barreta,-3.860530,-33.818853,15,may,2016,lucas_nunes,30,0900,1600,0.5,40,adult,6,3,23,23,38.33333333,turf
ophioblennius_trinitatis,atol_das_rocas,falsa_barreta,-3.860530,-33.818853,15,may,2016,lucas_nunes,30,0900,1600,0.5,41,adult,6,3,7,7,11.66666667,turf
ophioblennius_trinitatis,atol_das_rocas,falsa_barreta,-3.860530,-33.818853,15,may,2016,lucas_nunes,30,0900,1600,0.5,42,adult,4,3,49,49,81.66666667,turf
ophioblennius_trinitatis,atol_das_rocas,falsa_barreta,-3.860530,-33.818853,15,may,2016,lucas_nunes,30,0900,1600,0.5,43,adult,5,3,36,36,60,turf
ophioblennius_trinitatis,atol_das_rocas,falsa_barreta,-3.860530,-33.818853,15,may,2016,lucas_nunes,30,0900,1600,0.5,44,adult,5,3,38,38,63.33333333,turf
ophioblennius_trinitatis,atol_das_rocas,falsa_barreta,-3.860530,-33.818853,15,may,2016,lucas_nunes,30,0900,1600,0.5,45,adult,4,3,38,38,63.33333333,turf
ophioblennius_trinitatis,atol_das_rocas,falsa_barreta,-3.860530,-33.818853,15,may,2016,lucas_nunes,30,0900,1600,0.5,46,adult,6,3,43,43,71.66666667,turf
ophioblennius_trinitatis,atol_das_rocas,falsa_barreta,-3.860530,-33.818853,15,may,2016,renan_ozekoski,30,0900,1600,0.5,47,adult,5,3,25,25,41.66666667,turf
ophioblennius_trinitatis,atol_das_rocas,falsa_barreta,-3.860530,-33.818853,15,may,2016,renan_ozekoski,30,0900,1600,0.5,48,adult,8,3,28,28,46.66666667,turf
ophioblennius_trinitatis,atol_das_rocas,falsa_barreta,-3.860530,-33.818853,15,may,2016,renan_ozekoski,30,0900,1600,0.5,49,adult,8,3,43,43,71.66666667,turf
ophioblennius_trinitatis,atol_das_rocas,falsa_barreta,-3.860530,-33.818853,15,may,2016,renan_ozekoski,30,0900,1600,0.5,50,adult,6,3,16,16,26.66666667,turf
ophioblennius_trinitatis,atol_das_rocas,falsa_barreta,-3.860530,-33.818853,15,may,2016,renan_ozekoski,30,0900,1600,0.5,51,adult,8,3,3,3,5,turf
ophioblennius_trinitatis,atol_das_rocas,falsa_barreta,-3.860530,-33.818853,15,may,2016,renan_ozekoski,30,0900,1600,0.5,52,adult,6,3,12,12,20,turf
ophioblennius_trinitatis,atol_das_rocas,falsa_barreta,-3.860530,-33.818853,15,may,2016,renan_ozekoski,30,0900,1600,0.5,53,adult,8,3,14,14,23.33333333,turf
ophioblennius_trinitatis,atol_das_rocas,falsa_barreta,-3.860530,-33.818853,15,may,2016,renan_ozekoski,30,0900,1600,0.5,54,adult,8,3,6,6,10,turf
ophioblennius_trinitatis,atol_das_rocas,falsa_barreta,-3.860530,-33.818853,15,may,2016,renan_ozekoski,30,0900,1600,0.5,55,adult,6,3,41,41,68.33333333,turf
ophioblennius_trinitatis,atol_das_rocas,falsa_barreta,-3.860530,-33.818853,15,may,2016,renan_ozekoski,30,0900,1600,0.5,56,adult,8,3,26,26,43.33333333,turf
ophioblennius_trinitatis,fernando_de_noronha,praia_da_conceisao,-3.839053,-32.416896,13,jun,2003,sergio_floeter,29,1245,1345,1.5,1,adult,8,5,37,22.2,37,algae
ophioblennius_trinitatis,fernando_de_noronha,praia_da_conceisao,-3.839053,-32.416896,13,jun,2003,sergio_floeter,29,1245,1345,1.5,2,adult,7,5,26,15.6,26,algae
ophioblennius_trinitatis,fernando_de_noronha,praia_da_conceisao,-3.839053,-32.416896,13,jun,2003,sergio_floeter,29,1245,1345,1.5,3,adult,7,5,49,29.4,49,algae
ophioblennius_trinitatis,fernando_de_noronha,praia_da_conceisao,-3.839053,-32.416896,13,jun,2003,sergio_floeter,29,1245,1345,1.5,4,adult,5,5,52,31.2,52,algae
ophioblennius_trinitatis,fernando_de_noronha,praia_da_conceisao,-3.839053,-32.416896,13,jun,2003,sergio_floeter,29,1245,1345,1.5,5,adult,6,5,63,37.8,63,algae
ophioblennius_trinitatis,fernando_de_noronha,praia_da_conceisao,-3.839053,-32.416896,13,jun,2003,sergio_floeter,29,1245,1345,1.5,6,adult,6,5,65,39,65,algae
ophioblennius_trinitatis,fernando_de_noronha,praia_da_conceisao,-3.839053,-32.416896,13,jun,2003,sergio_floeter,29,1245,1345,1.5,7,adult,6,5,45,27,45,algae
ophioblennius_trinitatis,fernando_de_noronha,praia_da_conceisao,-3.839053,-32.416896,13,jun,2003,sergio_floeter,29,1134,1230,1.5,8,adult,5,5,31,18.6,31,algae
ophioblennius_trinitatis,fernando_de_noronha,praia_da_conceisao,-3.839053,-32.416896,13,jun,2003,sergio_floeter,29,1134,1230,1.5,9,adult,6,5,38,22.8,38,algae
ophioblennius_trinitatis,fernando_de_noronha,praia_da_conceisao,-3.839053,-32.416896,13,jun,2003,sergio_floeter,29,1134,1230,1.5,10,adult,6,5,42,25.2,42,algae
ophioblennius_trinitatis,fernando_de_noronha,praia_da_conceisao,-3.839053,-32.416896,13,jun,2003,sergio_floeter,29,1134,1230,1.5,11,adult,6,5,46,27.6,46,algae
